,Isolate,AMIKACIN,CAPREOMYCIN,CIPROFLOXACIN,ETHAMBUTOL,ETHIONAMIDE,ISONIAZID,KANAMYCIN,LEVOFLOXACIN,OFLOXACIN,PARA-AMINOSALICYLIC_ACID,PYRAZINAMIDE,RIFAMPICIN,STREPTOMYCIN
19353,SRR2024922,,,,R,,R,,,,,S,R,
19354,SRR2024921,,,,R,,R,,,,,,R,
19355,SRR2024920,,,,R,,R,,,,,,R,
19356,SRR2024919,,,,S,,R,,,,,,R,
19357,SRR2024918,,,,S,,R,,,,,,R,
19358,SRR2024917,,,,R,,R,,,,,,R,
19359,SRR2024916,,,,R,,R,,,,,,R,
19360,SRR2024915,,,,R,,R,,,,,,R,
19361,SRR2024914,,,,R,,R,,,,,,R,
19362,SRR2024912,,,,R,,R,,,,,,R,
19363,SRR2024911,,,,R,,R,,,,,,R,
19364,SRR2024910,,,,R,,R,,,,,,R,
19365,SRR2024908,,,,R,,R,,,,,,R,
19366,SRR2024907,,,,R,,R,,,,,,R,
19367,SRR2024906,,,,S,,R,,,,,,R,
19368,SRR2024903,,,,R,,R,,,,,,R,
19369,SRR2024892,,,,S,,R,,,,,,R,
19370,SRR2024881,,,,R,,R,,,,,,R,
19371,SRR2024990,,,,S,,R,,,,,,R,
19372,SRR2024979,,,,R,,R,,,,,,R,
19373,SRR2024968,,,,S,,R,,,,,,R,
19374,SRR2024957,,,,R,,R,,,,,,R,
19375,SRR2024946,,,,R,,R,,,,,,R,
19376,SRR2024935,,,,S,,R,,,,,,R,
19377,SRR2024924,,,,S,,R,,,,,,R,
19378,SRR2024913,,,,S,,R,,,,,,R,
19379,SRR2024880,,,,R,,R,,,,,,R,
19380,SRR2024879,,,,S,,R,,,,,,R,
19381,SRR2101756,S,S,,S,,S,S,,S,,S,S,S
19382,SRR2101740,S,S,,S,,S,S,,S,,S,S,S
19383,SRR2101739,S,S,,S,,S,S,,S,,S,S,S
19384,SRR2101732,S,S,,R,,S,S,,S,,S,S,S
19385,SRR2101730,S,S,,S,,S,S,,,,S,S,S
19386,SRR2101728,S,S,,S,,S,S,,S,,S,S,S
19387,SRR2101721,S,S,,S,,S,S,,,,S,S,S
19388,SRR2101703,S,S,,S,,S,S,,S,,S,S,S
19389,SRR2101702,S,S,,S,,S,S,,S,,S,S,S
19390,SRR2101683,S,S,,S,,R,S,,S,,S,S,S
19391,SRR2101647,S,S,,S,,S,S,,,,S,S,R
19392,SRR2101626,S,S,,S,,S,S,,S,,S,S,S
19393,SRR2101600,S,S,,S,,S,S,,S,,S,S,S
19394,SRR2101582,,,,S,,S,,,S,,,S,R
19395,SRR2101572,S,S,,S,,S,S,,,,S,R,S
19396,SRR2101550,S,S,,S,,S,S,,S,,S,S,S
19397,SRR2101520,S,S,,S,,S,S,,S,,S,S,S
19398,SRR2101512,S,S,,S,,S,S,,S,,S,S,S
19399,SRR2101492,S,S,,S,,S,S,,,,S,S,S
19400,SRR2101478,S,S,,S,,S,S,,S,,S,S,S
19401,SRR2101465,S,S,,S,,S,S,,S,,S,S,S
19402,SRR2101457,S,S,,S,,S,S,,S,,R,S,S
19403,SRR2101455,S,S,,S,,S,S,,S,,S,S,S
19404,SRR2101454,S,S,,S,,R,S,,S,,,S,S
19405,SRR2101443,S,R,,S,,R,S,,S,,S,S,S
19406,SRR2101440,S,S,,S,,S,S,,S,,S,S,S
19407,SRR2101438,,,,S,,S,S,,S,,,S,
19408,SRR2101436,S,S,,S,,S,S,,,,S,S,S
19409,SRR2101435,S,S,,S,,S,S,,S,,S,S,S
19410,SRR2101433,S,S,,S,,S,S,,S,,S,S,S
19411,SRR2101409,S,S,,S,,S,S,,S,,S,S,S
19412,SRR2101408,S,S,,S,,S,S,,S,,S,S,S
19413,SRR2101405,,,,S,,R,S,,S,,S,R,
19414,SRR2101400,S,S,,S,,S,S,,S,,S,S,S
19415,SRR2101395,S,S,,S,,S,S,,S,,,,S
19416,SRR2100897,,,S,S,,R,,,,,S,S,
19417,SRR2100366,,,,S,,S,,,,,S,S,
19418,SRR2100120,,,,S,,S,,,,,S,S,
19419,SRR1724015,,,,S,,S,S,,S,,,S,S
19420,SRR1724014,,,,S,,R,S,,S,,,S,S
19421,SRR1724011,,,,R,,R,S,,S,,,R,S
19422,SRR1724009,,,,R,,R,S,,S,,,R,S
19423,SRR1724008,,,,S,,S,S,,S,,,S,S
19424,SRR1724007,,,,S,,R,S,,S,,,R,R
19425,SRR1724006,,,,S,,S,S,,S,,,S,S
19426,SRR1724005,,,,S,,R,S,,S,,,R,R
19427,SRR1724004,,,,S,,R,S,,S,,,R,R
19428,SAMN03246713,,,,S,,R,S,,S,,,R,R
19429,SRR1724000,,,,S,,S,S,,S,,,S,S
19430,SRR1723999,,,,S,,S,S,,S,,,S,S
19431,SRR1723996,,,,S,,S,S,,S,,,S,S
19432,SRR1723994,,,,S,,R,S,,R,,,R,R
19433,SRR1723993,,,,R,,R,S,,S,,,R,S
19434,SRR1723992,,,,S,,S,S,,S,,,S,S
19435,SRR1723990,,,,S,,R,S,,S,,,S,S
19436,SRR1723989,,,,R,,R,R,,R,,,R,R
19437,SRR1723988,,,,S,,S,S,,S,,,S,S
19438,SRR1723987,,,,S,,S,S,,S,,,S,S
19439,SRR1723986,,,,S,,S,S,,S,,,S,S
19440,SRR1723985,,,,S,,S,S,,S,,,S,S
19441,SRR1723984,,,,R,,R,S,,S,,,R,R
19442,SRR1723983,,,,R,,R,S,,S,,,R,S
19443,SRR1723982,,,,R,,R,S,,S,,,R,R
19444,SRR1723981,,,,S,,R,S,,S,,,S,S
19445,SRR1723980,,,,R,,R,S,,R,,,R,R
19446,SRR1723979,,,,S,,S,S,,S,,,S,S
19447,SRR1723978,,,,S,,S,S,,S,,,S,S
19448,SRR1723977,,,,S,,S,S,,S,,,S,S
19449,SRR1723975,,,,S,,R,S,,S,,,S,S
19450,SRR1723974,,,,S,,R,S,,S,,,S,S
19451,SRR1723973,,,,S,,S,S,,S,,,S,S
19452,SRR1723972,,,,S,,S,S,,S,,,S,S
19453,SRR1723971,,,,S,,R,S,,S,,,R,S
19454,SRR1723969,,,,S,,S,S,,S,,,S,S
19455,SRR1723968,,,,S,,S,S,,S,,,S,S
19456,SRR1723966,,,,S,,R,S,,S,,,S,S
19457,SRR1723965,,,,S,,S,S,,S,,,S,S
19458,SRR1723964,,,,S,,S,S,,S,,,S,S
19459,SRR1723963,,,,S,,R,S,,S,,,S,S
19460,SRR1723962,,,,S,,S,S,,S,,,S,S
19461,SRR1723961,,,,S,,S,S,,S,,,S,S
19462,SRR1723959,,,,S,,S,S,,S,,,S,S
19463,SRR1723958,,,,S,,S,S,,S,,,S,S
19464,SRR1723956,,,,S,,S,S,,S,,,S,S
19465,SRR1723955,,,,R,,R,S,,S,,,R,R
19466,SRR1723954,,,,S,,R,S,,S,,,S,S
19467,SRR1723953,,,,S,,S,S,,S,,,S,S
19468,SRR1723952,,,,S,,S,S,,S,,,S,S
19469,SRR1723951,,,,S,,R,S,,S,,,S,S
19470,SRR1723949,,,,S,,R,S,,S,,,S,S
19471,SAMN03246659,,,,S,,R,S,,R,,,R,S
19472,SRR1723946,,,,S,,R,S,,S,,,R,S
19473,SAMN03246657,,,,S,,R,S,,S,,,R,S
19474,SRR1723943,,,,S,,S,S,,S,,,S,S
19475,SRR1723942,,,,S,,R,S,,S,,,R,R
19476,SRR1723941,,,,S,,R,S,,S,,,S,S
19477,SRR1723940,,,,S,,S,S,,S,,,S,S
19478,SRR1723938,,,,S,,S,S,,S,,,S,S
19479,SRR1723937,,,,S,,S,S,,S,,,S,S
19480,SRR1723936,,,,S,,R,S,,S,,,R,R
19481,SRR1723935,,,,R,,R,S,,S,,,R,S
19482,SRR1723934,,,,R,,R,S,,S,,,R,R
19483,SRR1723933,,,,S,,S,S,,S,,,S,S
19484,SRR1723932,,,,R,,R,S,,R,,,R,R
19485,SRR1723931,,,,R,,R,S,,R,,,R,R
19486,SRR1723929,,,,S,,S,S,,S,,,S,S
19487,SRR1723927,,,,R,,R,S,,R,,,R,R
19488,SRR1723926,,,,S,,R,S,,S,,,S,S
19489,SRR1723925,,,,S,,R,S,,S,,,R,R
19490,SAMN03246637,,,,S,,S,S,,S,,,S,S
19491,SRR1723922,,,,S,,R,S,,S,,,R,S
19492,SRR1723921,,,,S,,S,S,,S,,,S,S
19493,SRR1723920,,,,S,,S,S,,S,,,S,S
19494,SRR1723919,,,,S,,R,S,,S,,,R,R
19495,SAMN03246632,,,,S,,R,S,,S,,,R,S
19496,SRR1723916,,,,S,,R,S,,S,,,R,R
19497,SRR1723915,,,,S,,S,S,,S,,,S,S
19498,SRR1723914,,,,R,,R,S,,S,,,R,R
19499,SRR1723912,,,,S,,S,S,,S,,,S,S
19500,SRR1723911,,,,S,,R,S,,S,,,R,S
19501,SRR1723910,,,,S,,S,S,,S,,,S,S
19502,SAMN03246623,,,,R,,R,R,,S,,,R,R
19503,SRR1723906,,,,R,,R,S,,S,,,R,S
19504,SAMN03246621,,,,R,,R,S,,S,,,R,R
19505,SRR1723903,,,,S,,S,S,,S,,,S,S
19506,SRR1723902,,,,S,,R,S,,S,,,S,S
19507,SRR1723901,,,,S,,S,S,,S,,,S,S
19508,SRR1723900,,,,R,,R,S,,S,,,R,R
19509,SRR1723899,,,,S,,R,S,,S,,,R,S
19510,SRR1723898,,,,S,,R,S,,S,,,S,S
19511,SRR1723897,,,,S,,S,S,,S,,,S,S
19512,SRR1723896,,,,S,,S,S,,S,,,S,S
19513,SRR1723895,,,,S,,S,S,,S,,,S,S
19514,SRR1723893,,,,S,,S,S,,S,,,S,S
19515,SRR1723892,,,,S,,S,S,,S,,,S,S
19516,SRR1723891,,,,S,,S,S,,S,,,S,S
19517,SRR1723890,,,,S,,S,S,,S,,,S,S
19518,SRR1723889,,,,S,,S,S,,S,,,S,S
19519,SRR1723888,,,,R,,R,S,,S,,,R,R
19520,SRR1723886,,,,R,,R,S,,S,,,R,R
19521,SRR1723885,,,,S,,R,S,,S,,,R,S
19522,SRR1723883,,,,S,,R,S,,S,,,S,S
19523,SRR1723881,,,,R,,R,S,,S,,,R,R
19524,SRR1723879,,,,S,,R,S,,S,,,S,S
19525,SRR1723878,,,,S,,R,S,,S,,,R,R
19526,SRR1723877,,,,R,,R,S,,S,,,R,S
19527,SRR1723876,,,,S,,S,S,,S,,,S,S
19528,SRR1723875,,,,S,,S,S,,S,,,S,S
19529,SRR1723874,,,,S,,S,S,,S,,,S,S
19530,SAMN03246590,,,,R,,R,S,,R,,,R,S
19531,SRR1723870,,,,S,,R,S,,S,,,R,S
19532,SRR1723869,,,,S,,R,S,,S,,,R,S
19533,SAMN03246586,,,,R,,R,S,,R,,,R,R
19534,SRR1723862,,,,S,,R,S,,S,,,R,R
19535,SRR1723861,,,,S,,S,S,,S,,,S,S
19536,SRR1723860,,,,S,,S,S,,S,,,S,S
19537,SRR1723859,,,,S,,R,S,,S,,,S,S
19538,SRR1723858,,,,S,,S,S,,S,,,S,S
19539,SRR1723857,,,,S,,R,S,,S,,,R,R
19540,SRR1723856,,,,S,,S,S,,S,,,S,S
19541,SRR1723855,,,,S,,S,S,,S,,,S,S
19542,SRR1723854,,,,S,,R,S,,S,,,R,R
19543,SRR1723853,,,,S,,R,S,,S,,,R,R
19544,SRR1723851,,,,R,,R,S,,S,,,R,R
19545,SRR1723850,,,,S,,S,S,,S,,,S,S
19546,SRR1723849,,,,S,,S,S,,S,,,S,S
19547,SRR1723847,,,,R,,R,R,,R,,,R,R
19548,SRR1723846,,,,R,,R,R,,R,,,R,R
19549,SAMN03246565,,,,R,,R,S,,R,,,R,R
19550,SRR1723843,,,,R,,R,R,,R,,,R,R
19551,SRR1723842,,,,S,,R,S,,R,,,R,R
19552,SRR1723841,,,,R,,R,S,,S,,,R,R
19553,SRR1723840,,,,R,,R,S,,S,,,R,R
19554,SRR1723839,,,,S,,S,S,,S,,,S,S
19555,SRR1723838,,,,S,,R,S,,R,,,R,R
19556,SRR1723837,,,,S,,S,S,,S,,,S,S
19557,SRR1723836,,,,S,,S,S,,S,,,S,S
19558,SRR1723835,,,,S,,S,S,,S,,,S,S
19559,SRR1723834,,,,S,,R,S,,S,,,R,S
19560,SRR1723833,,,,S,,S,S,,S,,,S,S
19561,SRR1723832,,,,R,,R,S,,S,,,R,R
19562,SRR1723831,,,,S,,R,S,,S,,,S,S
19563,SRR1723830,,,,S,,S,S,,S,,,S,S
19564,SRR1723828,,,,R,,R,S,,S,,,R,R
19565,SAMN03246548,,,,R,,R,S,,S,,,R,R
19566,SRR1723825,,,,S,,R,S,,S,,,S,S
19567,SRR1723824,,,,S,,R,S,,S,,,S,S
19568,SRR1723823,,,,S,,S,S,,S,,,S,S
19569,SRR1723822,,,,S,,R,S,,S,,,R,S
19570,SRR1723821,,,,S,,R,S,,S,,,S,S
19571,SRR1723820,,,,S,,S,S,,S,,,S,S
19572,SRR1723819,,,,S,,S,S,,S,,,S,S
19573,SRR1723816,,,,R,,R,S,,S,,,R,R
19574,SAMN03246537,,,,S,,R,S,,S,,,R,R
19575,SRR1723812,,,,R,,R,R,,S,,,R,R
19576,SRR1723811,,,,S,,R,S,,S,,,R,R
19577,SAMN03246534,,,,R,,R,S,,S,,,R,R
19578,SRR1723807,,,,S,,R,S,,S,,,R,S
19579,SRR1723806,,,,S,,R,S,,S,,,R,R
19580,SRR1723805,,,,S,,R,S,,S,,,R,R
19581,SRR1723804,,,,R,,R,S,,S,,,R,R
19582,SRR1723802,,,,S,,S,S,,S,,,S,S
19583,SRR1723801,,,,S,,S,S,,S,,,S,S
19584,SRR1723800,,,,S,,R,S,,S,,,S,S
19585,SRR1723797,,,,S,,S,S,,S,,,S,S
19586,SRR1723796,,,,S,,S,S,,S,,,S,S
19587,SRR1723795,,,,S,,R,R,,S,,,R,S
19588,SRR1723794,,,,R,,R,S,,S,,,R,R
19589,SRR1723792,,,,R,,R,S,,S,,,R,R
19590,SRR1723791,,,,S,,S,S,,S,,,S,S
19591,SRR1723790,,,,S,,S,S,,S,,,S,S
19592,SRR1723789,,,,R,,R,S,,R,,,R,R
19593,SRR1723788,,,,S,,S,S,,S,,,S,S
19594,SRR1723787,,,,S,,S,S,,S,,,S,S
19595,SRR1723786,,,,R,,R,S,,R,,,R,R
19596,SRR1723784,,,,S,,S,S,,S,,,S,S
19597,SRR1723783,,,,R,,R,S,,S,,,R,R
19598,SRR1723782,,,,S,,R,S,,S,,,S,S
19599,SRR1723781,,,,S,,S,S,,S,,,S,S
19600,SRR1723780,,,,S,,S,S,,S,,,S,S
19601,SRR1723778,,,,R,,R,S,,R,,,R,S
19602,SRR1723777,,,,S,,R,S,,S,,,R,R
19603,SRR1723776,,,,R,,R,R,,R,,,R,R
19604,SRR1723775,,,,S,,R,S,,S,,,S,S
19605,SRR1723773,,,,S,,S,S,,S,,,S,S
19606,SRR1723771,,,,R,,R,S,,S,,,R,R
19607,SRR1723770,,,,R,,R,S,,S,,,R,R
19608,SRR1723769,,,,S,,R,S,,S,,,R,R
19609,SRR1723767,,,,S,,S,S,,S,,,S,S
19610,SRR1723766,,,,S,,S,S,,S,,,S,S
19611,SRR1723765,,,,S,,S,S,,S,,,S,S
19612,SRR1723764,,,,S,,R,S,,S,,,R,R
19613,SRR1723763,,,,S,,S,S,,S,,,S,S
19614,SAMN03246487,,,,R,,R,S,,R,,,R,R
19615,SRR1723760,,,,R,,R,S,,R,,,R,R
19616,SAMN03246485,,,,S,,R,S,,S,,,R,R
19617,SRR1723757,,,,S,,R,S,,S,,,R,S
19618,SRR1723756,,,,S,,S,S,,S,,,S,S
19619,SRR1723755,,,,S,,R,S,,S,,,R,R
19620,SRR1723754,,,,S,,R,S,,S,,,S,S
19621,SRR1723752,,,,R,,R,S,,S,,,R,R
19622,SRR1723751,,,,R,,R,S,,R,,,R,S
19623,SRR1723750,,,,S,,S,S,,S,,,S,S
19624,SAMN03246476,,,,R,,R,S,,R,,,R,R
19625,SRR1723747,,,,S,,R,S,,S,,,R,S
19626,SRR1723746,,,,S,,R,S,,S,,,R,R
19627,SRR1723745,,,,R,,R,S,,R,,,R,R
19628,SRR1723744,,,,S,,R,S,,S,,,R,S
19629,SRR1723743,,,,S,,S,S,,S,,,S,S
19630,SRR1723742,,,,S,,S,S,,S,,,S,S
19631,SRR1723741,,,,S,,S,S,,S,,,S,S
19632,SRR1723740,,,,S,,S,S,,S,,,S,S
19633,SRR1723739,,,,R,,R,S,,R,,,R,R
19634,SRR1723738,,,,R,,R,S,,S,,,R,R
19635,SRR1723736,,,,S,,S,S,,S,,,S,S
19636,SAMN03246463,,,,R,,R,S,,R,,,R,R
19637,SRR1723733,,,,S,,R,S,,S,,,S,S
19638,SRR1723732,,,,S,,S,S,,S,,,S,S
19639,SRR1723731,,,,R,,R,S,,S,,,R,R
19640,SRR1723730,,,,R,,R,S,,S,,,R,S
19641,SAMN03246458,,,,S,,R,S,,S,,,R,S
19642,SRR1723727,,,,S,,S,S,,S,,,S,S
19643,SRR1723726,,,,S,,R,S,,S,,,S,S
19644,SRR1723725,,,,S,,S,S,,S,,,S,S
19645,SRR1723724,,,,S,,S,S,,S,,,S,S
19646,SAMN03246453,,,,S,,R,R,,R,,,R,S
19647,SRR1723720,,,,S,,S,S,,S,,,S,S
19648,SAMN03246450,,,,R,,R,S,,S,,,R,S
19649,SRR1723717,,,,R,,R,S,,S,,,R,R
19650,SRR1723715,,,,S,,S,S,,S,,,S,S
19651,SRR1723714,,,,R,,R,S,,S,,,R,R
19652,SRR1723713,,,,S,,S,S,,S,,,S,S
19653,SRR1723712,,,,S,,R,S,,S,,,R,R
19654,SRR1723710,,,,S,,R,S,,S,,,R,R
19655,SRR1723709,,,,S,,S,S,,S,,,S,S
19656,SRR1723708,,,,R,,R,S,,S,,,R,S
19657,SRR1723707,,,,R,,R,R,,S,,,R,R
19658,SRR1723706,,,,R,,R,R,,R,,,R,R
19659,SRR1723705,,,,S,,R,S,,S,,,R,R
19660,SRR1723703,,,,S,,S,S,,S,,,S,S
19661,SRR1723702,,,,S,,S,S,,S,,,S,S
19662,SRR1723701,,,,R,,R,R,,R,,,R,R
19663,SAMN03246431,,,,R,,R,S,,S,,,R,R
19664,SRR1723697,,,,S,,S,S,,S,,,S,S
19665,SAMN03246429,,,,R,,R,S,,S,,,R,R
19666,SAMN03246428,,,,R,,R,S,,S,,,R,S
19667,SRR1723692,,,,S,,S,S,,S,,,S,S
19668,SRR1723691,,,,R,,R,S,,R,,,R,R
19669,SRR1723690,,,,S,,S,S,,S,,,S,S
19670,SRR1723689,,,,R,,R,S,,R,,,R,R
19671,SRR1723685,,,,R,,R,S,,R,,,R,R
19672,SRR1723684,,,,S,,R,S,,R,,,R,R
19673,SRR1723683,,,,R,,R,S,,R,,,R,R
19674,SRR1723682,,,,S,,R,S,,S,,,R,R
19675,SAMN03246416,,,,S,,R,S,,S,,,R,S
19676,SAMN03246415,,,,R,,R,S,,S,,,R,R
19677,SAMN03246414,,,,R,,R,R,,R,,,R,R
19678,SAMN03246413,,,,R,,R,R,,R,,,R,R
19679,SRR1723673,,,,R,,R,S,,S,,,R,R
19680,SRR1723672,,,,R,,R,S,,R,,,R,S
19681,SRR1723671,,,,R,,R,S,,S,,,R,S
19682,SRR1723670,,,,S,,S,S,,S,,,S,S
19683,SAMN03246408,,,,R,,R,S,,S,,,R,R
19684,SRR1723667,,,,R,,R,S,,S,,,R,S
19685,SRR1723666,,,,S,,R,S,,S,,,S,S
19686,SRR1723665,,,,S,,S,S,,S,,,S,S
19687,SRR1723664,,,,S,,R,S,,S,,,R,R
19688,SRR1723663,,,,R,,R,S,,S,,,R,R
19689,SRR1723662,,,,S,,R,S,,S,,,R,S
19690,SRR1723661,,,,R,,R,S,,S,,,R,R
19691,SRR1723660,,,,S,,R,S,,S,,,R,R
19692,SRR1723659,,,,S,,R,S,,S,,,R,S
19693,SRR1723658,,,,S,,R,S,,S,,,R,R
19694,SRR1723657,,,,S,,S,S,,S,,,S,S
19695,SRR1723656,,,,S,,S,S,,S,,,S,S
19696,SRR1723655,,,,S,,R,S,,S,,,R,R
19697,SRR1723654,,,,R,,R,S,,S,,,R,S
19698,SRR1723653,,,,S,,S,S,,S,,,S,S
19699,SRR1723652,,,,S,,R,S,,S,,,R,R
19700,SRR1723651,,,,S,,R,S,,S,,,R,R
19701,SRR1723650,,,,S,,R,S,,S,,,S,S
19702,SRR1723649,,,,S,,S,S,,S,,,S,S
19703,SAMN03246387,,,,R,,R,R,,S,,,R,R
19704,SRR1723645,,,,S,,R,R,,S,,,R,R
19705,SRR1723644,,,,S,,R,S,,S,,,R,S
19706,SRR1723643,,,,S,,R,S,,S,,,S,S
19707,SRR1723642,,,,R,,R,S,,S,,,R,S
19708,SRR1723641,,,,S,,R,S,,S,,,R,S
19709,SRR1723639,,,,R,,R,S,,S,,,R,S
19710,SRR1723638,,,,R,,R,R,,R,,,R,R
19711,SRR1723637,,,,S,,S,S,,S,,,S,S
19712,SRR1723636,,,,S,,S,S,,S,,,S,S
19713,SRR1723635,,,,S,,S,S,,S,,,S,S
19714,SRR1723634,,,,R,,R,S,,S,,,R,R
19715,SRR1723632,,,,R,,R,S,,R,,,R,R
19716,SRR1723631,,,,R,,R,S,,R,,,R,R
19717,SRR1723630,,,,S,,R,S,,S,,,R,R
19718,SRR1723629,,,,S,,S,S,,S,,,S,S
19719,SRR1723628,,,,S,,R,S,,S,,,S,S
19720,SRR1723627,,,,S,,R,S,,S,,,R,R
19721,SRR1723625,,,,R,,R,S,,S,,,R,R
19722,SRR1723624,,,,R,,R,S,,S,,,R,S
19723,SRR1723623,,,,S,,R,S,,S,,,R,R
19724,SRR1723622,,,,S,,R,S,,S,,,R,R
19725,SAMN03246362,,,,S,,R,S,,S,,,R,R
19726,SRR1723619,,,,R,,R,S,,R,,,R,R
19727,SRR1723618,,,,S,,S,S,,S,,,S,S
19728,SRR1723617,,,,S,,S,S,,S,,,S,S
19729,SRR1723613,,,,S,,S,S,,S,,,S,S
19730,SRR1723612,,,,S,,S,S,,S,,,S,S
19731,SRR1723611,,,,S,,R,R,,S,,,R,S
19732,SAMN03246351,,,,S,,R,S,,S,,,R,R
19733,SAMN03246349,,,,S,,R,S,,S,,,R,S
19734,SRR1723603,,,,S,,S,S,,S,,,S,S
19735,SRR1723602,,,,S,,S,S,,S,,,S,S
19736,SRR1723601,,,,R,,R,S,,S,,,R,R
19737,SRR1723600,,,,S,,R,S,,S,,,R,R
19738,SRR1723598,,,,S,,S,S,,S,,,S,S
19739,SRR1723597,,,,S,,S,S,,S,,,S,S
19740,SAMN03246341,,,,R,,R,S,,R,,,R,S
19741,SRR1723594,,,,S,,R,S,,S,,,R,R
19742,SRR1723593,,,,S,,R,S,,S,,,R,R
19743,SRR1723592,,,,S,,R,S,,S,,,R,S
19744,SRR1723591,,,,S,,R,S,,S,,,R,R
19745,SRR1723590,,,,S,,R,S,,S,,,R,R
19746,SRR1723589,,,,S,,R,S,,S,,,R,R
19747,SRR1723588,,,,S,,R,S,,S,,,R,R
19748,SRR1723587,,,,S,,R,S,,S,,,S,S
19749,SAMN03246332,,,,S,,R,S,,S,,,R,R
19750,SRR1723584,,,,S,,R,S,,R,,,R,S
19751,SRR1723582,,,,S,,S,S,,S,,,S,S
19752,SRR1723581,,,,S,,S,S,,S,,,S,S
19753,SRR1723580,,,,S,,S,S,,S,,,S,S
19754,SRR1723579,,,,R,,R,S,,S,,,R,R
19755,SRR1723578,,,,R,,R,S,,R,,,R,R
19756,SRR1723576,,,,S,,S,S,,S,,,S,S
19757,SAMN03246321,,,,R,,R,S,,S,,,R,R
19758,SRR1723572,,,,R,,R,S,,S,,,R,R
19759,SRR1723571,,,,S,,R,S,,S,,,R,R
19760,SRR1723570,,,,R,,R,S,,R,,,R,R
19761,SRR1723569,,,,S,,R,S,,R,,,R,S
19762,SRR1723568,,,,R,,R,R,,S,,,R,S
19763,SRR1723567,,,,S,,R,S,,S,,,R,R
19764,SRR1723566,,,,S,,S,S,,S,,,S,S
19765,SRR1723565,,,,S,,S,S,,S,,,S,S
19766,SRR1723564,,,,S,,R,S,,S,,,S,S
19767,SRR1723563,,,,S,,S,S,,S,,,S,S
19768,SRR1723562,,,,S,,S,S,,S,,,S,S
19769,SRR1723560,,,,S,,S,S,,S,,,S,S
19770,SRR1723559,,,,R,,R,S,,R,,,R,S
19771,SRR1723558,,,,S,,R,S,,R,,,R,R
19772,SRR1723555,,,,R,,R,S,,S,,,R,R
19773,SRR1723554,,,,S,,R,S,,S,,,R,R
19774,SRR1723553,,,,S,,R,S,,S,,,S,S
19775,SRR1723552,,,,R,,R,S,,R,,,R,R
19776,SAMN03246299,,,,S,,R,S,,S,,,R,R
19777,SRR1723549,,,,S,,R,S,,S,,,R,R
19778,SRR1723548,,,,S,,R,S,,S,,,R,S
19779,SRR1723547,,,,S,,R,S,,S,,,R,R
19780,SRR1723546,,,,R,,R,S,,S,,,R,R
19781,SRR1723545,,,,S,,S,S,,S,,,S,S
19782,SAMN03246291,,,,S,,R,S,,S,,,R,R
19783,SRR1723539,,,,R,,R,S,,S,,,R,S
19784,SRR1723536,,,,S,,R,S,,S,,,S,S
19785,SAMN03246286,,,,R,,R,S,,S,,,R,R
19786,SRR1723533,,,,S,,S,S,,S,,,S,S
19787,SRR1723532,,,,S,,R,S,,S,,,S,S
19788,SRR1723531,,,,S,,S,S,,S,,,S,S
19789,SRR1723530,,,,S,,S,S,,S,,,S,S
19790,SRR1723529,,,,S,,S,S,,S,,,S,S
19791,SRR1723528,,,,S,,S,S,,S,,,S,S
19792,SRR1723527,,,,S,,S,S,,S,,,S,S
19793,SRR1723525,,,,S,,S,S,,S,,,S,S
19794,SAMN03246276,,,,S,,R,S,,S,,,R,R
19795,SRR1723522,,,,S,,S,S,,S,,,S,S
19796,SRR1723521,,,,S,,R,S,,S,,,S,S
19797,SRR1723519,,,,S,,R,S,,S,,,S,S
19798,SRR1723518,,,,S,,S,S,,S,,,S,S
19799,SRR1723517,,,,S,,R,S,,S,,,S,S
19800,SAMN03246269,,,,R,,R,R,,S,,,R,S
19801,SRR1723514,,,,S,,S,S,,S,,,S,S
19802,SAMN03246267,,,,R,,R,S,,R,,,R,R
19803,SRR1723511,,,,S,,R,S,,S,,,S,S
19804,SRR1723510,,,,S,,R,S,,S,,,R,S
19805,SRR1723509,,,,S,,S,S,,S,,,S,S
19806,SAMN03246263,,,,S,,R,S,,S,,,R,R
19807,SRR1723506,,,,S,,R,S,,S,,,R,R
19808,SRR1723504,,,,S,,S,S,,S,,,S,S
19809,SRR1723503,,,,S,,R,S,,S,,,S,S
19810,SRR1723502,,,,S,,S,S,,S,,,S,S
19811,SRR1723501,,,,S,,S,S,,S,,,S,S
19812,SRR1723500,,,,S,,R,S,,S,,,R,S
19813,SRR1723499,,,,S,,R,S,,S,,,S,S
19814,SRR1723498,,,,R,,R,S,,S,,,R,R
19815,SRR1723497,,,,S,,S,S,,S,,,S,S
19816,SAMN03246252,,,,R,,R,R,,S,,,R,R
19817,SRR1723494,,,,S,,S,S,,S,,,S,S
19818,SRR1723493,,,,R,,R,S,,S,,,R,S
19819,SRR1723491,,,,S,,S,S,,S,,,S,S
19820,SRR1723490,,,,S,,R,S,,S,,,S,S
19821,SAMN03246246,,,,R,,R,S,,S,,,R,R
19822,SAMN03246245,,,,S,,R,R,,R,,,R,R
19823,SAMN03246244,,,,S,,R,S,,S,,,R,R
19824,SAMN03246243,,,,S,,R,S,,R,,,R,R
19825,SAMN03246242,,,,S,,R,S,,S,,,R,R
19826,SRR1723479,,,,R,,R,S,,S,,,R,R
19827,SRR1723478,,,,S,,S,S,,S,,,S,S
19828,SRR1723477,,,,S,,S,S,,S,,,S,S
